MAL_ID,Name,Type,Producers,Studios,Source,Rating,Popularity,Final_Score,Genre+Synopsis,Cluster
1029,Omoide Poroporo,Movie,Tokuma Shoten,Studio Ghibli,Manga,G - All Ages,1461,26.681215066828678,".D. 2034. It has been two years since Motoko Kusanagi left Section 9. Togusa is now the new leader of the team, that has considerably increased its appointed personnel. The expanded new Section 9 confronts a rash of complicated incidents, and investigations reveal that an ultra-wizard hacker named the Puppeteer is behind the entire series of events. In the midst of all, Batou, who was stalking the case on a separate track, encounters Motoko. She goes away after saying, ""Stay away from the Solid State Society."" Batou is left with a doubt in his mind. Could Motoko be the Puppeteer? The series of intriguing incidents that Section 9 faces gradually link together almost artistically. Who is the Puppeteer? What will happen to Batou's relationship with Motoko? What is the full truth behind this carefully planned perfect crime? And what will the outcome be? Mysteries surround the Solid State Society... (Source: Production I.G.)|Military, Sci-Fi, Mystery, Police, Mecha, Seinen",5
1030,Heisei Tanuki Gassen Ponpoko,Movie,"Daiei, Nippon Television Network",Studio Ghibli,Original,PG - Children,1780,16.797668202764974,"mi Haneoka, 14, is a normal girl during the daytime, but during the night, she assumes the ""position"" of Saint Tail, a modern-day Robin Hood who steals from thieves and gives items back to their original owners. She is aided by her friend, Seira Mimori, a nun-in-training, and she is chased by her classmate (and soon-to-be love interest), Daiki Asuka (often called ""Asuka Jr.""). (Source: ANN)|Adventure, Magic, Romance, Shoujo",5
1031,Hanare Toride no Yonna,Movie,"Capcom, CoMix Wave Films",Studio 4°C,Original,PG - Children,8418,0.09653469115827544,"Koushi Inuzuka is a smart high school student who aims to become a public prosecutor. Unfortunately for our good guy, he was born into a martial arts family whose head (ie his father) only knows one language: violence. When Koushi was still a baby, his father made a pact with his biggest rival to marry Koushi to his opponent-turned-friend's daughter. The union of the two blood lines is supposed to bring forth Earth's strongest martial arts clan. Skip forward: Koushi is in high school, oblivious to the marriage arranged for him at his birth. Enter Momoko Kuzuryuu: sugar bomb, airhead, loli martial arts artist and Koushi's self-proclaimed bride (the strongest on Earth, no less). Her wish for sexual intercourse meets with Koushi's square refusal as he has absolutely no desire to get it on with someone who looks like she could be his little sister, not to mention that he doesn't have the foggiest idea who she actually is. Meanwhile, a war has broken out between the martial arts families. For Koushi, this means that numerous fighters are out to challenge/assassinate him. As if that weren't bad enough, our protagonist also has a fight phobia due to a traumatic incident that took place in his childhood. Now it's up to Momoko and her superhuman fighting skills to protect her ""husband."" Will the two sweethearts survive the trials and tribulations ahead of them? More importantly, will Momoko get her way receiving a baby from Koushi? (Source: Kotonoha)|Action, Comedy, Romance, Martial Arts, Seinen",6
1032,Kumo no You ni Kaze no You ni,Movie,Yomiko Advertising,Studio Pierrot,Novel,G - All Ages,5970,0.5900317244504872,"zuho can't believe his ears when Grandpa's will is read out. Grandpa's final wish is for Mizuho to attend the same academy as Mizuho's mother. The catch is it's an all-girls school. With the help of friend Mariya however, he gets a makeover good enough to fool everyone at the academy. (Source: ANN)|Comedy, Drama, Romance, School",6
1033,Sennen Joyuu,Movie,"Bandai Visual, WOWOW, Genco, Kadokawa Shoten, KlockWorx",Madhouse,Original,PG-13 - Teens 13 or older,1164,216.74187999999998,"Kamizaka Haruhi having been rescued when she was young by a mage, longed to be a mage herself, so she enrolled into a special school that allows regular and magic classes into two different sections. Together with her rival/best friend, Hiiragi Anri, they study magic together while she is searching for the boy that saved her years ago, to give him a Valentines' chocolate. (Source: ANN)|Comedy, Harem, Magic, Romance, School",6
1039,Mizuiro (2003),OVA,NEC Avenue,OLM,Visual novel,PG-13 - Teens 13 or older,7600,0.21915949287838474,"oung girl named Ange is summoned to a Sacred Land and is chosen as the Legendary Etoile, whose mission is to save the newly-born Cosmos of the Holy Beast, which has recently fallen under a crisis. With the support of nine Guardians (who have the power of nine elements), she embarks on a journey to save the dying land of the Holy Beast and to discover her true self. (Source: ANN)|Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",1
1040,Mizuiro Jidai,TV,Studio Comet,Nippon Animation,Manga,PG-13 - Teens 13 or older,7568,0.20822628458498024,"Seiso Academy is a prestigious high school that sorts students into two majors: General Studies, characterized by distinct grey uniforms, and Music Studies, characterized by pristine white uniforms. While rushing to class one morning, General Studies student Kahoko Hino has a chance encounter with Lili, a small fairy searching for someone with the ability to see her. Lili flies away, and Kahoko, puzzled by their meeting, continues on her way. Later that day, the participants of a school-wide music competition are announced, and all of them are, unsurprisingly, Music Studies students—at least until Kahoko's name is read out. Immediately tracking down Lili, the small fairy gifts Kahoko a magical violin and convinces her to participate in the competition. Kiniro no Corda: Primo Passo follows Kahoko's endeavors alongside Lili, as the young student must now face the challenges of competition and go head-to-head against her competitors while navigating a new world of classical music.|Harem, Music, Comedy, Drama, Magic, Romance, School, Shoujo",6
1043,Tokyo Babylon,OVA,"animate Film, Movic, Sony Music Entertainment",Madhouse,Manga,R - 17+ (violence & profanity),4036,1.4782316313823163,"In order to keep ocean peace, PKN was organized. It consisted of the state-of-the-art battle ships of various countries. However, they were raided during the foundation ceremony by the unidentified organization, USR, which plotted to conquer the world. They couldn’t be much for the submarine UX which was operated by Admiral Red of USR. But an old Japanese submarine, the 707 saved them, which was operated Captain Hayami at the risk of his life. One year later, succeeding to the 707, which had been ruined during the former fight, newly developed submarine, the 707 II, went for a sail. Among the crews, there were boys, such as Kenji, Goro, and Senta, who had been trainees. PKN formed a fleet led by the Great Guardian, which was the latest battle ship of the United States. However, the attacks of Submarine U were very server, and the fleet was defeated. Then, the 707 arrived. As soon as Red noticed the 707, he was glad to reunion with his rival and began to fight. Escaping from the submarine attack, they hid the 707 in the valley. But Red tried to destroy the valley in order to put the 707 into the torrents of mud. The 707 nearly escaped from it and got in the crater. However it was the pure water layer where the submarine couldn’t float up. At the moment, numerous torpedoes launched to the 707. (Source: AnimeNfo)|Action, Adventure, Military, Sci-Fi",2
1045,Elf wo Karu Mono-tachi,TV,"Sotsu, Showgate","Group TAC, Amuse",Manga,PG-13 - Teens 13 or older,3548,2.2523005093378607,"Crisis befalls the main characters and the Earth as well! How do they deal with the conspiracies that they have uncovered, while protecting the Earth too? (And what happens to the cliffhanger at the end of the previous episode?) In these final two episodes of Stratos 4 Advance are the exciting conclusion to the whole Stratos 4 series. The main characters will have to draw on all the resources they have, their friends and allies and their own sheer force of will, to ""bring tomorrow to Earth,"" as one of the characters puts it.|Comedy, Military, Sci-Fi",3
1048,The SoulTaker: Tamashii-gari,TV,"WOWOW, Pioneer LDC, Toshiba Entertainment, Toshiba Digital Frontiers",Tatsunoko Production,Original,PG-13 - Teens 13 or older,3472,1.001658971991382,"Once a year prestigious Rikkyouin High School has a lottery to determine the next year's Student Council membership. On their first day of school Chihiro Enomoto wins the presidency while his childhood friend Tokino Akiyama picks the vice-president's ticket. There is one catch though, they must first pass a one year apprenticeship under the current Student Council and any failure to perform the tasks assigned, however minor, will result in immediate expulsion from the school. (Source: ANN)|Comedy, Romance, School",6
1049,Cello Hiki no Gauche (1982),Movie,Studio Ghibli,Oh! Production,Book,G - All Ages,4548,1.1687311718151647,"Hiroko Matsukata is a woman who works for a magazine company. She puts all she has into her work, and is known as a strong, straight-forward working girl, who can at will turn herself into Hataraki man (working man) mode. Despite Hiroko's success at work, her life lacks romance. Even though a hard worker, she'd leave early anytime to go on a date. Too bad her boyfriend is even bigger a workaholic than Hiroko. (Source: ANN)|Comedy, Drama, Romance, Seinen, Slice of Life",5
1050,Bobobo-bo Bo-bobo,TV,"Avex Entertainment, Dentsu, TV Asahi",Toei Animation,Manga,PG-13 - Teens 13 or older,1781,12.752517527087317,"Enma and her companions continue to offer their service of revenge against those who have wronged others, and the price is as steep as ever—for damning the offender to hell, the person exacting vengeance is sent to the abyss as well. As they cast soul after soul into the darkness, a new sinister force is watching them: a little girl named Kikuri. While Ai continues her duties, she meets a boy named Takuma Kurebayashi, known as the ""Devil's Child"" because of the horrific events that occur around him. Unfortunately, Takuma's reputation leads the townspeople to use him as a scapegoat for those who have been ferried off to hell. When things quickly spiral out of control, Ai must find a way to bring an end to this senseless violence, as it poses a threat to her very existence.|Mystery, Horror, Psychological, Supernatural",5
1056,Good Morning Call,OVA,Nihon Ad Systems,Production I.G,Manga,PG - Children,6087,0.3661704070981211,"There is no putting it lightly—Tsunayoshi Sawada is just no good. He is clumsy, talentless, and desperately in love with the school idol Kyouko Sasagawa, a girl so completely out of his league. Dubbed ""Loser Tsuna"" by his classmates, he seems to be the very personification of failure in the guise of a middle-schooler. Tsuna's boring life takes an extraordinary twist when he encounters the mysterious Reborn, who happens to be a hitman... and shockingly, a baby! Sent from the strongest Mafia family in Italy, Reborn is assigned the daunting mission of preparing the dull middle schooler to succeed the ninth boss of the notorious Vongola family, who is on the brink of retirement. The dull boy has a grueling road ahead, but with the help of his new criminal affiliates and his peculiar home tutor, perhaps even Loser Tsuna can achieve greatness.|Action, Comedy, Shounen, Super Power",6
1057,Ippatsu Kiki Musume,TV,TBS,Group TAC,Manga,R+ - Mild Nudity,6267,0.2965016968325792,"Yoshimura Sumimura comes from a long line of ""Kekkaishi,"" individuals who have supernatural abilities and are able to destroy evil creatures called Ayakashi that venture into the human realm from time to time. The Ayakashi are demons that look to feast on the power emanating from the land of Karasumori, which also happens to be where Yoshimura's high school is located. Now, Yoshimura must fight to protect his beloved school and hometown. Although, if it were up to him, he would rather be baking cakes than fighting off the ugly characters that show up at night. Thankfully, Yoshimura isn't the only one helping to keep the baddies at bay. His childhood friend and neighbor, Tokine Yukimura, joins him in this righteous battle. Despite the fact that they are from rival clans, these two make a fantastic team. And teamwork is something vital to fighting the evil that is closing in, as the Ayakashi attack in waves, looking to claim the land as their own, and a shadowy organization looks on, ready to pounce when the time is right...|Action, Adventure, Comedy, Demons, Supernatural, Shounen",1
1060,Oruchuban Ebichu,TV,"Group TAC, Pioneer LDC",Gainax,Manga,R+ - Mild Nudity,2517,7.553298429319371,"-Otome Zwei takes place one year after the events of My-Otome. Arika is now a full-fledged Otome (though still under the tutelage of Miss Maria) and Nagi is incarcerated in a prison somewhere in Aries. The various nations are at peace with one another and plan to hold S.O.L.T. (Strategic Otome Limitation Talks) to discuss limiting the numbers of Otome. A mission to destroy a meteor threatening to collide with Earl sets into motion a chain of events which result in a mysterious shadowy figure attacking Garderobe and several Otome as well as a new, more powerful version of Slave appearing across the planet. To make matters worse, Queen Mashiro disappears following an argument with Arika. The series follows Arika's search for Mashiro as well as Garderobe's attempts to uncover the truth behind the shadowy figure. (Source: Wikipedia)|Action, Magic",5
1064,Mazinkaiser,OVA,"Bandai Visual, Bee Media, Dynamic Planning",Brain's Base,Manga,R+ - Mild Nudity,5292,1.4108654262224145,"alking dog is a beautiful story that you should have dreamt of as a child. But if you have forgotten about it, this is a reminder of that fable story. This is the story of a dog that talks, but ordinary people cannot hear his voice. The main character, Mametaro, is an adventurous crossbreed dog. He loves his owner, Iku-chan and his girlfriend Hanako-chan very much. However, he just cannot stand Iku-chan's friend, Akiyoshi. During this story, which will be told from Mametaro's point of view, the warm days of spring are finally here. The school and the riverbank, which is actually just an ordinary neighborhood for people, seems like a mysterious world that extends infinitely to little Mametaro and his friends. (Source: AniDB)|Comedy, Josei, Romance, Slice of Life",5
1065,Touch,TV,"Asatsu DK, Fuji TV, Toho","Gallop, Group TAC, Studio Junio",Manga,PG-13 - Teens 13 or older,3148,15.671166347992353,"In the year 2999: humanity is split into two factions, Terra and Ness, in a war fought by starships. One of the foremost of the pilots is the cocky teenager Yamamoto Yohko, and during one of her missions, she and her crew are sucked into a temporal anomaly (a la Star Trek) that sends her back to our time. Amnesiac, she only thinks of herself as a typical high school student - until a course of events sends her back to her ship the TA-29, with her newfound friends fighting at her side in a war that looks suspiciously like an arcade game (complete with 100 yen ignition costs!). (Source: AniDB)|Action, Sci-Fi, Adventure",3
1069,Chou Denji Machine Voltes V,TV,TV Asahi,"Sunrise, Toei Animation",Original,PG-13 - Teens 13 or older,6103,1.359153713298791,"hile sleeping one night, Ryo Utsugi had a nightmare of monsters attacking him. One day he learns a mysterious power to let him hear voices and have visions of girls getting killed, but one night he hears the same voice. (Source: ANN)|Action, Demons, Horror, Shounen, Supernatural",1
1072,Sweat Punch,OVA,Beyond C.,Studio 4°C,Original,R+ - Mild Nudity,2799,6.967083109919571,"Chocolat Meilleure and Vanilla Mieux are two witches who are pitched in a contest to see who will become the new Queen of the Witch World. They must travel to the Human World and collect the hearts of humans. Whoever collects the most ""human hearts"" wins. Even though they're rivals, the two are still best friends. Join them on this adventure!|Fantasy, Magic, Shoujo",1
1078,Cardcaptor Sakura: Kero-chan ni Omakase!,Movie,"NHK, Kodansha, Shelty",Madhouse,Manga,G - All Ages,3105,6.695912272515166,"In the year 2199, Earth is a mere shell of its former glory after a vicious bombardment by the Gamilas Empire. The inhabitants have been forced underground to escape the irradiated surface, but the deadly radiation inches closer and closer to the retreating population. With only one year before complete and utter extermination, time is fast running out and hope is in short supply. So far, any attempt to escape or retaliate has been instantly annihilated by the alien empire—until an emergency transmission from the planet Iscandar in a neighboring galaxy offers a glimmer of hope to save the doomed planet. Covertly, Earth's Self Defense Force constructs a faster than light engine for a journey to Iscandar. Armed with new weapons and a determined crew of fearless navy men, the World War II era battleship Yamato is reborn as Space Battleship Yamato. She and her crew set out on a perilous journey across the stars to save their home and the entire human race.|Action, Adventure, Drama, Military, Sci-Fi, Space",3
1079,Armitage III,OVA,Pioneer LDC,AIC,Original,R - 17+ (violence & profanity),3191,3.227076074332172,"ar has passed since the Star Force returned to save the Earth but another danger now approaches from deep space. A gigantic White Comet hurtles toward our galaxy, obliterating everything in its path. But it is no ordinary comet—it is the deadly Comet Empire, conqueror of worlds... and Earth is the next target! Against orders, the Star Force blasts off to investigate, but even if they can get past the flagship Andromeda, they don't yet know the true nature of their new enemy! (Source: AniDB)|Action, Military, Sci-Fi, Adventure, Space, Drama",3
1080,Sentou Yousei Yukikaze,OVA,Bandai Visual,Gonzo,Novel,PG-13 - Teens 13 or older,4102,2.049248064872834,"stray missile from a confrontation between the Galman empire and the Bolar Federation crashes into the sun, turning it into a time bomb of radiation. The Star Force once again sets off into space, this time on a quest to look for a new world for the human race. (Source: ANN)|Action, Military, Sci-Fi, Adventure, Space, Drama",3
1082,Hikari to Mizu no Daphne,TV,"Genco, Lantis, Toshiba Entertainment",J.C.Staff,Original,R - 17+ (violence & profanity),4496,0.8403809523809525,"In the town of Nerima, the boisterous Hideki and his stoic brother Ichiro run a daikon radish farm along with Mako, their bubbly but vain cousin. The three dream of raising the money needed to build their own concert hall, where their band—Nerima Daikon Brothers—would perform and hopefully rise to stardom. But their farm and Ichiro's host club job aren't raising money fast enough for their liking, leading them to resort to get-rich-quick schemes. Their plans usually involve tracking down evil-doers and then stealing their ill-gotten gains. Yet, while they usually do put a stop to the villains, they always end the day no richer than before. However, neither these failures nor interference from the policewoman Yukika Karakuri can come between this trio and their dream! With help from gadgets provided by the rental shop owner Nabeshin, the Nerima Daikon Brothers get themselves into and out of all kinds of ridiculous situations through their boisterous singing and comedy.|Comedy, Music",5
1083,Human Crossing,TV,"TV Tokyo, Shogakukan-Shueisha Productions",A.C.G.T.,Manga,PG-13 - Teens 13 or older,7746,0.12318788424051583,"Christopher ""Chris"" Chiaki is an easygoing guy who keeps failing his college entrance exams well into his mid-twenties. His days are occupied with Kendo practice, visits to his family's shrine, and dreaming of his high school reunion. When his spirit is suddenly transported to the world of Byston Well, Chris becomes Garzey's Wing, a legendary holy warrior. The Metomeus tribe summoned him to help liberate them from slavery, but unfortunately, Chris has no knowledge on how to be a holy warrior, and moreover, only has an incredibly dull sword which he salvaged from a corpse. To make matters more complicated, there is another Chris who is still in the normal world! He cannot control the events in Byston Well, but is tied to the fate of the other Chris. The young man must struggle and adventure in a world of magical creatures and mysterious foreigners.|Action, Fantasy",1
1085,Interlude,OVA,Happinet Pictures,Toei Animation,Visual novel,R - 17+ (violence & profanity),4655,0.7189909465020576,"In the aftermath of a great and terrible war, Haruka finds herself the last surviving human on Earth. Though humanity may have been wiped out, she is not entirely alone. Advanced robots have survived the apocalypse, and Haruka lives with five who care for her: Spike, a boyish android who is very attached to her; Trigger, hot-tempered with a penchant for firearms; Cleric, the intelligent problem solver; Reeves, whose thoughtfulness overshadows his intimidating appearance; and Angela, a sword wielding recluse with an aversion towards humans. Residing in a high-rise building at the center of the city, Haruka lives a relatively peaceful life with her mechanical family. However, her life is far from a stable one. Not only is a lack of resources a concern, but violent, remnant robots from the war roam free, ready to destroy whomever they meet. Kurogane Communication follows Haruka as she tries to survive in an apocalyptic world while facing many dangers that will challenge her daily life.|Action, Adventure, Drama, Sci-Fi",2
1087,Kimagure Orange☆Road,TV,Toho,Studio Pierrot,Manga,PG-13 - Teens 13 or older,2761,6.999267782426777,"Takeshi Kido and Kentaro Shiratori are a pair of friends who have been together for almost their entire life. One night, a strange being comes out from the lake and starts attacking them. When Takeshi and Kentaro are almost eliminated, a strange being named Kopu calls them and tells them that they are the chosen ones to inherit the power to protect the world from an evil being named Goumon. Now, they join their hands to transform into Barom One, a being with superior skills, who will fight to protect the city. (Source: ANN)|Action, Sci-Fi, Supernatural, Shounen",2
1088,Macross,TV,"Artland, Mainichi Broadcasting System, Studio Nue, Anime Friend",Tatsunoko Production,Original,PG-13 - Teens 13 or older,1614,46.717211538461534,"fter keeping their BitBeasts out of harm's way, a new world championship tournament is announced, but the defending champions can't all be on the same team. Their friendship will be tested and tried as each Bladebreaker goes on a quest to prove why they are the best Beyblader around. Tyson, Max, Ray, Kai, and newcomer Daichi, must keep up their winning ways...even if they must face each other. But, after the tournament is over, what awaits them is an old foe, Boris, taking over the BBA and transforming it into BEGA, the Beyblade Entertainment Global Association. To save Beybladers of the entire world from BEGA's corruption, the Bladebreakers must reunite once again... (Source: ANN)|Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",2
1089,Macross: Do You Remember Love?,Movie,"Mainichi Broadcasting System, Studio Nue, Big West","Artland, Tatsunoko Production",Original,PG-13 - Teens 13 or older,2679,28.41771777003484,"The Bladebreakers have to join forces once again because a mysterious group under the lead of Oozuma has defeated them, but the real enemy is not Oozuma. The real threath is formed by a group of people who use cyber-BitBeasts to capture the original ones from the Bladebreakers. (Source: ANN)|Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",2
1090,Mobile Suit Gundam I,Movie,Sotsu,Sunrise,Original,PG-13 - Teens 13 or older,3198,5.631252672082087,"The Bladebreakers are on a well deserved vacation. But, a hyperactive kid named Daichi continues to pursue Tyson for a rematch after his defeat in the Beyblade World Championships. The Bladebreakers' vacation eventually takes a turn for the worst once they encounter mysterious Beybladers who claim to be the Dark Spirits sealed inside a strange temple. With Daichi under their control, the Shadow Bladers seek to destroy the world with their Dark BitBeasts. Together, Tyson, Max, Ray, and Kai must save not only Daichi... but the world as well... (Source: ANN)|Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",2
1091,Mobile Suit Gundam II: Soldiers of Sorrow,Movie,Sotsu,Sunrise,Original,PG-13 - Teens 13 or older,3477,5.727341836734694,"There is an ancient legend on a distant planet which states (among other things) that four goddesses will one day descend from the skies and all will be right with the world. Of course meanwhile, Yohko and the rest of the Terra team (with one straggler) have crashed on a backwater world, and they have to figure out a way off before their new charge... gets hungry again! Every so often, a celebration takes place in one of the most beautiful places in the Universe... a cosmic Sakura fest! Since the Terra Team has been doing so well, one of them is invited to join the high command as they meet their opposite numbers from NESS. It's a time of celebration and a time of peace... but it seems that someone didn't get the message. (Source: AniDB)|Action, Sci-Fi, Adventure",2
1092,Mobile Suit Gundam III: Encounters in Space,Movie,Sotsu,Sunrise,Original,PG-13 - Teens 13 or older,3461,12.800437788018433,"* Based on the Hudson Soft game. 1000 years ago, the beautiful B-da City was attacked by the Dark B-da in their quest to control the entire Blue Solar System. The heroic B-Daman, drawing on their legendary power and ingenious technology, were able to restore peace to the universe. But, it is only a matter of time before evil forces strike again…Our hero, SHIRO BOM with his friends continue to patrol the Kingdom, fight against Dark B-da, always alert to danger, always ready for fun. (Source: Wikipedia)|Sci-Fi, Comedy, Shounen",2
1093,Oishinbo,TV,TV Asahi,Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,8947,0.06279831539541413,"The first 33 episodes are a summary of the previous series. In the first new episodes a new character, Shingo Aoi, (playing in Italy) is introduced. After that the world cup begins, this time with extraordinary, new countries like Sweden, Thailand or Uzbekistan. Unfortunately the Anime ends in the middle of the world cup after the match Japan-Uzbekistan. (Source: ANN)|Action, Sports, Shounen",5
1095,Kidou Keisatsu Patlabor the Movie,Movie,"Bandai Visual, Shochiku, Bandai, Tohokushinsha Film Corporation","Production I.G, Studio Deen",Original,PG-13 - Teens 13 or older,2835,9.795914804469273,"Skull, the evil leader of the terrorist organization known as Black Ghost, has nine powerful cyborgs under his control. But Dr. Isaac Gilmore, the Black Ghosts cybernetics scientist, decides to go rogue, helping the cyborgs turn against Skull and his evil organization. Black Ghost wishes to start the next major world war by flooding the market with weapons of mass destruction. It seems the nine brave cyborgs have their work cut out for them, as Black Ghost is determined to bring those nine cyborgs down.|Action, Sci-Fi, Adventure, Mecha, Shounen",2
1096,Kidou Keisatsu Patlabor 2 the Movie,Movie,"Bandai Visual, VAP, Shochiku, Tohokushinsha Film Corporation","Production I.G, Production Reed",Original,PG-13 - Teens 13 or older,3258,16.36597325408618,"ork runs all over the world, and the development of the information network reaches its acme. In this age, there are two developed worlds; ""the real world"" and ""wired"", or the virtual network world. Soma Toru belongs to a hacking group, Steppen Wolf, which runs around the network world freely. They attack the database of the UN forces as their last work. During this attack, he loses Nonomura Yuya, his friend as well as the team leader. Toru is arrested by the army. In exchange for letting him free, he has to work for an anti-hacker organization, the first squad of the UN Security Force Information Administration Bureau. Working for them, he is looking for the person who killed his friend, while the other members also have their own reason to fight. The three-way fights of the terrorist group, the security enterprise, and the army, continue every day. The various events occurred during the fight seem to be independent of each other at the first glance, but they're converging on one event as if they were attracted by something. Based on the game by GIGA. (Source: ANN)|Action, Drama, Mecha, Sci-Fi",2
1097,Lime-iro Senkitan,TV,"KSS, Soft Garage",Studio Hibari,Visual novel,R+ - Mild Nudity,5105,0.35313788968824933,"The world of Duel Masters is one of five great civilizations. Through a card game, duelists can bring these worlds into existence, making what was previously abstract into reality. These skilled duelists are known as Kaijudo masters. Shobu Kirifuda is the best player at his local playground, and seeks to become a world-class master like his father. His first step on the road to conquest begins with winning a local tournament. Rather, it should have, except he is destroyed by the best Kaijudo master in the world, Knight. Shobu loses, but upon remembering the words of wisdom his father instilled into him, decides to continue on the road of becoming a duelist who can enjoy the game for what it is. And so begins his journey to victory－and as we all know, the journey is the most important part!|Action, Adventure, Comedy, Shounen",2
1100,Soreyuke! Uchuu Senkan Yamamoto Yohko,OVA,Kadokawa Shoten,J.C.Staff,Novel,PG-13 - Teens 13 or older,7194,0.1570050433208328,"107 years ago, the Moon was destroyed in a massive cataclysm that shattered Earth's former satellite into 81 quintillion tons of orbital debris. However, thanks to super-science, the Earth itself was saved and today no one really thinks much about that century-past disaster. Which is why when teenage Haruka Amami auditions for something called the Idolmaster Project, she THINKS she's trying out to be a singing idol. Instead, Haruka finds herself at a secret school run by the Mondenkind Agency, living with a group of other girls who have also been selected as candidates to pilot an iDOL - an advanced robot specifically designed to intercept falling chunks of moon rock. Except, the people who run the Mondenkind Agency aren't exactly knights in shining armor. And then there's the question of whether the iDOLs are really JUST robots. Because from almost the first moment, Haruka starts to feel emotions resonating from within the iDOL called Imber. (Source: Sentai Filmworks)|Action, Comedy, Mecha, Sci-Fi",3
1103,Shinkon Gattai Godannar!!,TV,AIC,OLM,Original,R+ - Mild Nudity,4251,0.8741118087907636,"On the floating continent of Neo Verona, the Montague family slaughters the entire Capulet family and seizes control of the kingdom. The true heir to the throne, Juliet Fiammata Asto Capulet, manages to escape the onslaught and is hidden away by loyalists for 14 years with hope that she may one day overthrow the cruel Montague regime. Despite having forgotten the murder of her entire family, Juliet now secretly protects the oppressed citizens of Neo Verona as a vigilante called the Red Whirlwind. During one of her escapades she meets Romeo Candorebanto Montague, the kind and selfless son of the tyrannical Prince Laertes Montague, and without knowledge of each other's background, they both fall in love at first sight. Unfortunately, however, their destiny is a cursed one: not only does each of the two families wish to obliterate the other, but an ancient secret hidden beneath Neo Verona also threatens their undying love for each other. Will they be able to defy the stars, or is this truly a love that can never be?|Drama, Fantasy, Historical, Romance",5
1106,Eikyuu Kazoku,Movie,Beyond C.,Studio 4°C,Original,PG-13 - Teens 13 or older,5280,0.40112203308559097,"Kinnikuman II Sei takes place several years after the events of the original Kinnikuman . Mantarou Kinniku is the 59th prince of Planet Kinniku and son of the renowned wrestler, King Suguru. Lazy, immature, and cowardly, Mantarou seems to have little in common with his heroic father. When a powerful group calling themselves the dMP threatens the Earth, only someone as powerful as Kinnikuman stands a chance against them. Not knowing the current whereabouts of the King, a plan is formed to have his son Mantarou take up the mantle. The idea of fighting super villains does not sit well with Mantarou, who initially runs away from his duty. He flees to Earth where he encounters Meat, his father’s old trainer. Despite Mantarou's shortcomings, Meat sees King Suguru in him, and believes he can set the prince on the right path. Thus begins Mantarou's journey to better himself and save the world.|Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen",2
1107,Youjuu Toshi,Movie,Japan Home Video,Madhouse,Novel,R+ - Mild Nudity,2871,2.1208637236084456,"The Team Rocket leader, Giovanni, has found Mewtwo in a remote area of the Johto region. As Giovanni tries to re-capture Mewtwo, Ash and his friends are kidnapped by Domino, a new Team Rocket member, while trying to rescue Pikachu from Jessie and James. The Clone Pokemon are also captured and are then used as bait for Mewtwo. The situation then becomes a battle between the wills of Mewtwo and Giovanni; and Mewtwo also tries to discover if it and the clones have a purpose in life, even though they are products of science. (Source: ANN)|Action, Adventure, Comedy, Drama, Fantasy, Kids",2
1108,Senkaiden Houshin Engi,TV,TV Tokyo Music,Studio Deen,Manga,PG-13 - Teens 13 or older,4183,1.8087827775979282,"In the year of 20XX, a young boy by the name of Netto Hikari receives a very special gift as he enters the 5th grade. His very own customized net navi, Rockman! Despite Rockman's small size and far more responsible personality, the two boys quickly become the best of friends. A net navi is designed to guide his operator from the inside of his or her PErsonal Terminal, or simply PET for short. Children and adults alike enjoy friendly ""Net Battles"", where they spar their navis against each other to prove their worth. (Source: Official Site)|Action, Game, Sci-Fi, Adventure, Comedy, Mecha, Shounen",2
1109,Monster Extra: Hottan,Special,VAP,Madhouse,Manga,R - 17+ (violence & profanity),5116,0.779392486011191,"Dr. Oki , the genius scientist who designed a new type of submarine is missing. His son, Susumu, smells an evil scheme of unknown group. He knows everything of his father's submarine called ""Super 99"" – equipment, weapons, functions and capacity. Susumu thinks that to find his father is to reveal the secret organization, Helmet Party, and stop their conspiracy. With the help of his friends and Marine Corps, he sets out to an underwater quest, not knowing how dangerous his endeavour is… (Source: ANN)|Action, Military, Sci-Fi, Adventure, Shounen",2
1110,Mermaid Melody Pichi Pichi Pitch Pure,TV,Synergy Japan,"Actas, SynergySP",Manga,PG - Children,2791,4.959658986175115,"s Jun Sakurada fights and lives alongside the Rozen Maidens, special lifelike dolls made to battle each other, he enjoys a rare break in which he is told a story during the events of Rozen Maiden: Träumend . When Jun buys a brooch as a present for Shinku, the fifth doll, she refuses to accept it at any cost. Souseiseki, the fourth doll, then recounts the story of how Shinku and the first doll, Suigintou, first met. This tale tells of the cruel and heartbreaking circumstances surrounding Suigintou's birth, and how the many misunderstandings between her and Shinku shaped their longstanding rivalry fueled by Suigintou's unfettered hate towards Shinku. The stage is set in Rozen Maiden: Ouvertüre in 19th century London as the story delves into the past of these one-time friends and the secrets that they hold.|Action, Comedy, Drama, Magic, Seinen",5
